id,name,iso_code,city_id,address,email,phone,eudamed_uuid,eudamed_identifier,european_vat_number,trade_register,eori,eudamed_type,eudamed_status,scraping_status,european_vat_id,eudamed_competent_authority_id,validator_name,validator_uuid,validator_type,validator_srn,validator_email,validator_phone,website,empl_website,original_website
23866f96-4767-47d0-bf1c-0e00d68bcff2,SaNOtize R&D Israel Ltd.,IL,426,,info@sanotize.com,,07b67465-a244-4bbe-945c-89c996dc575f,IL-MF-000041686,516614377,516614377,,MF,refdata.actor-status.active,CLEANED_WEBSITE,,5f5d9c9c-1a7a-4bf3-ae7c-9646bbfc9131,DE/CA09 - Staatliches Gewerbeaufsichtsamt Hannover,8171d80f-e556-4ffb-b3ff-2993cbd9f350,CA,DE-CA-026,poststelle@gaa-h.niedersachsen.de,-,sanotize.com,,https://sanotize.com/
3fd69bdd-6626-4c3a-b2d6-5eaf20160f49,Panaxia Ltd,IL,4878,,Renana.Kozol@abbvie.com,,e8b63e90-08d7-4f6f-990a-093c6638499a,IL-PR-000042808,,Israel Company number 514326206,No EORI,PR,refdata.actor-status.active,CLEANED_WEBSITE,,ea25dffe-30a3-4d13-b2ad-f9f1b8dcfd2d,DE/CA22 - Bezirksregierung Münster,cff149f4-4816-43b5-8a3c-8265416b6c78,CA,DE-CA-039,poststelle@brms.nrw.de,0049251411-0,,,
c74dc9b2-62c6-4d70-8a95-e5ad91ec98f4,StoneFree Solutions Ltd.,IL,5016,,Nitzan@stonefreemedical.com,+972502690025,65644988-7a35-46f9-a280-3e33f4e6a079,IL-MF-000042427,,516706702,,MF,refdata.actor-status.active,CLEANED_WEBSITE,,9e49b14c-92c4-4711-b53c-fb2a575053a2,DE/CA22 - Bezirksregierung Münster,cff149f4-4816-43b5-8a3c-8265416b6c78,CA,DE-CA-039,poststelle@brms.nrw.de,0049251411-0,stonefreesolutions.com,,stonefreesolutions.com
f4b570de-2046-4aee-bcbc-9425440b32c6,TAV Medical,IL,4942,,revitals@tavmedical.com,+972524448622,5904eb97-f3b4-4bc8-ac89-29fb4bd6c7cb,IL-MF-000042361,,,,MF,refdata.actor-status.active,CLEANED_WEBSITE,,ffd6c18c-5a3d-466c-afc0-ea200ccc44c8,DE/CA70 - Landesamt für Umwelt- und Arbeitsschutz,fc633c3d-4d66-48a0-9746-01433d4707e1,CA,DE-CA-066,koordination_marktueberwachung@lua.saarland.se,+49 6818500-0,tavdental.com,,https://tavdental.com/
15ee368d-347a-41ff-bd47-f722f28e69c0,medaia GmbH,AT,107,,office@medaia.at,,4fa088e5-cc38-45ee-8ba5-b764c3f74383,AT-MF-000011199,ATU74997845,FN 524691 f,,MF,refdata.actor-status.active,CLEANED_WEBSITE,,202dc260-8faf-46ed-9657-2c071d74420d,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,medaia.at,,medaia.at
21cb7623-6a1f-4e68-b65c-7cfe5f459122,GN MED s.r.l.,IT,9154,,surveillance@gnmed.it,+39 0542641837,571d8b5b-b73d-40d1-8022-6e87919bdca5,IT-MF-000027922,01230930396,01230930396,IT01230930396,MF,refdata.actor-status.active,CLEANED_WEBSITE,,f17f596a-3508-4d9e-85c3-bc1ae8955fcb,Ministero della salute - Direzione generale dei dispositivi medici e del servizio farmaceutico,1235612b-3d3e-4b32-82f0-b5641f79c8d9,CA,IT-CA-070,segr.dgfdm@sanita.it,+39 06 5994 3199/ +39 06 5994 3207,gnmed.it,,http://www.gnmed.it/
cc589d17-faa2-4d7c-b69b-7294e04753a8,Pharmazeutische Fabrik Montavit Ges.m.b.H.,AT,110,,pharma@montavit.com,0043 5223 57926,b17fbaee-3d40-4840-95d3-41d4b708185c,AT-MF-000001620,ATU 30984101,FN45525z,AT EOS 1000004678,MF,refdata.actor-status.active,CLEANED_WEBSITE,,45302e57-f0f0-45c7-a57c-cf81caf5408d,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,montavit.com,,www.montavit.com
ca3387f3-69af-4393-acf7-0ea36fcc9ae1,Retinsight GmbH,AT,9,,alexey.davidov@retinsight.com,+43 677 6110 6879,a80d3c32-91ba-41f1-9889-c21ee87657c8,AT-MF-000009932,ATU75434004,,,MF,refdata.actor-status.active,CLEANED_WEBSITE,,5e35543f-ff38-4552-87c9-19b3bf703122,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,retinsight.com,,https://retinsight.com
0c0b02e9-b042-41fb-b1a3-119fec6aa357,Ingenetix GmbH,AT,9,,office@ingenetix.com,+431361980198,f936b879-b60e-48d3-bacf-6ae2d3dcf9bf,AT-MF-000001501,ATU57207515,FN 237198 x,ATEOS1000006680,MF,refdata.actor-status.active,CLEANED_WEBSITE,,206b0f4b-3094-4207-8db2-6ba77a637eaa,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,ingenetix.com,,www.ingenetix.com
74ee1347-5136-475a-96b7-5317ac440bda,Cube Dx GmbH,AT,112,,info@cubedx.com,+43 7435 - 58 193 0,0033e0f5-a72a-4c11-a212-4bcbb2851bf1,AT-MF-000013909,ATU69753849,FN435233z,ATEOS1000070970,MF,refdata.actor-status.active,CLEANED_WEBSITE,,9d951bc0-f837-40a8-8740-a6ba012c906b,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,cubedx.com,,www.cubedx.com
b4c7e5a5-3f1f-477d-81a0-40636659d109,Platomics GmbH,AT,9,,info@platomics.com,+436607154402,4f77da1a-0dfe-4263-9c31-d9c817762120,AT-MF-000006192,ATU 68813304,FN 415581 z,ATEOS1000098247,MF,refdata.actor-status.active,CLEANED_WEBSITE,,a15154d8-ecd0-4cf0-b7b5-0a6afc3f7b3e,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,platomics.com,,www.platomics.com
72ca9278-1fa2-44d9-9d14-e4466c797bac,RDT GmbH,AT,114,,office@g-z-i.at,+43557721310,79ac8b07-27c6-4913-b11a-e0c6ac66fc2a,AT-MF-000001025,ATU74405949,513192w,ATEOS10000104254,MF,refdata.actor-status.active,CLEANED_WEBSITE,,72ee7530-f5e2-4513-8605-d409c1c02505,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,,,
5e0404a8-51cc-41bb-8188-8e4138365a9d,G&Z Instrumente GmbH,AT,114,,office@g-z-i.at,+43557721310,70b5cbbf-9351-44f3-9cc3-c155dfaf3aee,AT-MF-000001462,ATU66836356,372732k,ATEOS1000038785,MF,refdata.actor-status.active,CLEANED_WEBSITE,,b94916ef-2805-4190-92a2-5eb526e303b8,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,g-z-i.at,,www.g-z-i.at
aa300ff7-8806-47c0-bd77-81fcc9afdb31,Compumedics - alpha trace GmbH,AT,9,,office@alphatrace.at,+4313681797,24ce59ce-52cc-4c5b-8b0b-417a8aa5191d,AT-MF-000004575,ATU18376102,FN 97208 d,ATEOS1000005896,MF,refdata.actor-status.active,CLEANED_WEBSITE,,ac036e9e-3484-41c4-ad71-0fdb2413deee,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,alphatrace.at,,www.alphatrace.at
1df10f53-e4c5-4f7c-9f9e-a69e9c0fd8f8,afreeze GmbH,AT,11,,info@afreeze.com,+43512209012,c513564d-1553-4497-a872-4e92002da54b,AT-MF-000002665,ATU64214255,LG Innsbruck,ATEOS1000007452,MF,refdata.actor-status.inactive,CLEANED_WEBSITE,,2eb3780b-82c5-4d56-9425-83912eb7edfa,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,afreeze.com,,www.afreeze.com
84dee710-5310-412a-9b5b-5e2a0abebd5e,Takeda Manufacturing Austria AG,AT,9,,DQA@takeda.com,+43 (1) 20100 247-0,c5953564-b9ae-43bf-aee0-d15dcacb4b54,AT-IM-000004587,ATU50560806,201876b,,IM,refdata.actor-status.inactive,CLEANED_WEBSITE,,e82cc6f4-cdc2-4104-bb57-8b4854e479ca,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,takeda.com,,www.takeda.com
7b806aac-7923-46a3-8727-5d3c5842a012,I.T.S. GmbH,AT,116,,office@its-implant.com,+43316211210,71c50a61-6498-4ded-b506-d93cb0eda07f,AT-MF-000000249,ATU43757109,,,MF,refdata.actor-status.active,CLEANED_WEBSITE,,7729980c-8ecf-47c5-9345-3a64e24a14a3,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,its-implant.com,,www.its-implant.com
a4884aed-b2b3-4192-af51-70edbec21d50,MED TRUST Handelsges.m.b.H.,AT,117,,qm@medtrust.at,,690fafb2-49c3-44b1-ae7c-1ade753aa3fb,AT-MF-000000311,ATU43445802,1601009,ATEOS1000027903,MF,refdata.actor-status.active,CLEANED_WEBSITE,,68274a00-6850-4875-9ae7-fa6e0c83bf7e,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,medtrust.at,,www.medtrust.at
bae53107-cc02-4026-94b9-52edb19e09a0,MAM Health & Innovation GmbH,AT,119,,medicaldevice@mambaby.com,+36 94 540 100 / 634,61b0fb83-a0a3-4015-b87c-ceb4b51ab51d,AT-AR-000007716,AT U20898606 ,FN 128278 w,ATEOS1000002627,AR,refdata.actor-status.active,CLEANED_WEBSITE,,9a67d09d-6254-4dfe-b449-db34676a5b59,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,mambaby.com,,www.mambaby.com
7f190c8d-7244-409f-8dda-10f562bea32d,ITH icoserve technology for healthcare GmbH,AT,11,,office@ith-icoserve.com,,1ae687b9-6456-471e-b6e7-6636aa44bc67,AT-MF-000001995,ATU45426409,FN174117f,,MF,,CLEANED_WEBSITE,,21780a9f-f060-45ec-a318-01bd01176bcb,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,ith-icoserve.com,,ith-icoserve.com
61e4e241-ca96-4872-afb4-20892788b86b,VIRTUAL 3D CHAT ENTERTAINMENT GmbH,AT,121,,info@virtual3dchat.com,+436706017170,8b6334e1-6902-4a75-91d2-bf6c8421b689,AT-IM-000014460,ATU71624227,34238677,ATEOS1000103910,IM,refdata.actor-status.active,CLEANED_WEBSITE,,eda1a699-3ed4-4fcd-8845-26c5631a5a44,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,virtual3dchat.com,,www.virtual3dchat.com
5df52cb6-497f-4989-8a6a-3aaf13359845,SteadySense GmbH,AT,107,,office@steadysense.at,+436608850100,c5ea83c7-ae86-455b-8c69-5f7754b35b50,AT-MF-000003984,ATU70432034,449312d,ATEOS1000086609,MF,,CLEANED_WEBSITE,,78acb460-2894-44bf-871d-16236cb1e69b,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,steadysense.at,,www.steadysense.at
b3ce5de7-c9bc-438d-9a44-a2084273b234,Medifina Medizinprodukte-Vertriebs GmbH,AT,9,,office@medifina.com,,dbe1b2ea-57b3-4b16-af53-6e1ce44204ee,AT-MF-000016111,ATU62404758,,,MF,refdata.actor-status.active,CLEANED_WEBSITE,,68be3d15-132c-4498-80a2-01f18b53adfc,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,medifina.com,,www.medifina.com
4e9d3c61-7c13-4f36-b736-471accf50171,synedra information technologies GmbH,AT,11,,office@synedra.com,+43512581505,969112cb-509f-43d3-9397-f24b76610f4c,AT-MF-000000903,AT U62047369,,ATEOS1000010094,MF,refdata.actor-status.active,CLEANED_WEBSITE,,ed5c159f-4361-4d12-97f2-fbb8648e704c,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,synedra.com,,www.synedra.com
5f010c2c-bc50-45c1-b5b2-c80bd685ddcf,Steritalia S.p.A.,IT,9263,,steritalia@steritalia.it,+39 075 9417020,daf8f8bf-e550-4d21-b2f9-549f05bc8e96,IT-MF-000021997,02643200542,REGISTRO IMPRESE - Repertorio delle notizie Economiche e Amministrative (REA),231319,MF,refdata.actor-status.active,CLEANED_WEBSITE,,08b14eba-5205-4a26-bba7-7bd5cd4fc797,Ministero della salute - Direzione generale dei dispositivi medici e del servizio farmaceutico,1235612b-3d3e-4b32-82f0-b5641f79c8d9,CA,IT-CA-070,segr.dgfdm@sanita.it,+39 06 5994 3199/ +39 06 5994 3207,steritalia.it,,www.steritalia.it
1569d839-a983-4757-80b8-95c0e1e89f7c,HB-Medical B.V.,NL,2278,,info@hb-medical.nl,+31 26 3618804,93b62a85-5fea-4dd3-929f-8e2556bc4b7a,NL-MF-000010823,NL853619475.B01,59725060,NL853619475,MF,refdata.actor-status.active,CLEANED_WEBSITE,,c10c93c4-1dd0-43eb-a7e6-d5a2cecb4a07,"Ministerie van Volksgezondheid, Welzijn en Sport",eaff8bbd-38d6-4ef4-9138-e8ed01f4c46c,CA,NL-CA-058,medische_hulpmiddelen@minvws.nl,+31 70 340 79 11,hb-medical.nl,,www.hb-medical.nl
26c6a45a-3ead-421f-8264-d3f584188a3e,Novomed Handelsgesellschaft m.b.H.,AT,99,,leitung@novomed.at,,7fabdeec-348b-44d9-adf9-029d84beefd3,AT-IM-000001986,ATU15015506,81573k,ATEOS1000002873,IM,refdata.actor-status.active,CLEANED_WEBSITE,,915ce043-88d6-451a-b7f9-2db10914c696,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,,,
0d6812ea-9be0-4375-983c-86f20ae03543,MAM-Hungária Kft.,AT,119,,medicaldevice@mambaby.com,+36 94 540 100 / 612,86eb43a8-7d9d-4dc5-b24a-1adaeaa6fa31,AT-IM-000008607,AT U20898606 ,FN 128278 w,ATEOS1000002627,IM,refdata.actor-status.active,CLEANED_WEBSITE,,8174ea85-3903-4186-a7c0-1232a9963ec8,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,mambaby.com,,www.mambaby.com
aabc5ec8-e803-4f11-959a-ccb27f0ab78f,Hofer GmbH & Co KG,AT,128,,office@hofer-medical.com,+43 3382 53388,a6d5d99a-3b26-4df5-88dd-a2de23cc4a39,AT-MF-000002397,ATU30764704,,ATEOS1000003830,MF,refdata.actor-status.active,CLEANED_WEBSITE,,3ee94f63-c1a2-4fb3-9af5-3ad4980481d3,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,hofer-medical.com,,hofer-medical.com
8941a0d0-eaad-45cc-823a-41228895f0d6,Axon Lab AG,AT,129,,info@axonlab.at,+435238 877 66,36edb3a9-76ad-4666-ad0c-e106bfca807e,AT-IM-000020400,ATU61422035,258617w,,IM,refdata.actor-status.active,CLEANED_WEBSITE,,8eddf659-d5c2-479c-a8df-70161671ba8d,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,axonlab.com,,https://at.axonlab.com
ea21788b-2eed-449c-8d69-e9c5d9f67f94,C.Brady,AT,9,,office@brady.co.at,+43 1 310 69 60,42c93e51-c799-49d1-9fd2-0e8e9607f700,AT-IM-000001506,ATU12867502,FN2794i,ATEOS1000002495,IM,refdata.actor-status.active,CLEANED_WEBSITE,,784bd9c0-fdbe-4a55-9a21-07ba44599341,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,brady.co.at,,www.brady.co.at
3302bcb7-dcb5-4192-b48d-0ac53f0ec8b2,XUND Solutions GmbH,AT,9,,hello@xund.ai,,7e3cee09-e2e8-4ccd-a964-9fbe2658ad8f,AT-MF-000014461,ATU73756839,FN 495664 v,,MF,refdata.actor-status.active,CLEANED_WEBSITE,,be6e0ea2-7d17-48cb-8c8a-67c9be337198,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,xund.ai,,https://xund.ai/
ece69469-509d-4b51-8d9d-e7052edd85e9,LEAD Horizon GmbH,AT,9,,qm@lead-horizon.com,+43 1 929 40 38,16005870-97af-4ed9-9571-3fe2fbcb5f20,AT-MF-000022469,ATU75564337,531630i,ATEOS1000107478,MF,refdata.actor-status.active,CLEANED_WEBSITE,,c78684df-4004-4cc6-9e49-4e794b43b892,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,lead-horizon.com,,https://www.lead-horizon.com/de
6571c484-3443-4bc5-82ff-45331ced7356,medPhoton GmbH,AT,131,,office@medphoton.at,+43 699 16105386,ed22d558-326d-4bb1-805d-dfcc0a92df4a,AT-MF-000002648,ATU 675 540 78,FN 388722 a,ATEOS1000051101,MF,refdata.actor-status.active,CLEANED_WEBSITE,,04f2f4fb-2544-432a-b935-4858d74f71a1,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,medphoton.at,,www.medphoton.at
fe247b11-eba7-4a02-93ea-c83a4e110f36,GRANDER GmbH,AT,132,,office@grander.at,+43 5355 5615,69af0c28-e681-4836-8791-a848185cd68f,AT-MF-000012305,ATU31886108,,ATEOS1000014731,MF,refdata.actor-status.active,CLEANED_WEBSITE,,ae4237f8-5be6-4add-87c3-a6b393d56d05,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,grander.com,,www.grander.com
83a9248f-ea11-4bcd-9ecd-f03eaaf2d272,CNSystems Medizintechnik GmbH,AT,107,,office@cnsystems.com,+43 316 723456 0,715fadfe-b16d-4485-93c5-f8ac9ad9233a,AT-IM-000001994,ATU72276547,Landesgericht für ZRS Graz,ATEOS1000084128,IM,refdata.actor-status.active,CLEANED_WEBSITE,,7f21557f-71a8-44f2-922f-b9b46c2e71e2,Gesundheit Österreich GmbH,eef6d5a7-0906-438f-8050-4661ca1bbe4f,CA,AT-CA-067,eudamed@goeg.at,+43 1 515 61-0,cnsystems.com,,www.cnsystems.com
